track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,popularity
Talking To The Moon,Bruno Mars,1,2010,10,4,7109,2,1062956628.0,5,0,862,0,0,0.8313092948441761,C#,Minor,-1.0496947073790057,-1.8712319262377612,-0.20839796513655004,0.9687643097139708,-0.19150181181757883,-0.5294918138618154,-0.7375789598704523,2
you broke me first,Tate McRae,1,2020,4,17,6638,0,1180094974.0,167,19,318,0,1,0.050374472183650314,E,Major,-0.2322451627110221,-1.8288702879575556,-1.6984548286758683,2.0684427153352347,-0.19150181181757883,-0.6771812071659484,-0.541818858633084,2
The Nights,Avicii,1,2014,1,1,17354,8,1456081449.0,92,122,"1,282",0,55,0.12136854697097084,F#,Major,-0.9815739119900071,0.628104732294373,1.2816588984027681,-0.9556729001232412,-0.19150181181757883,0.4304892426150495,-0.6396989092517682,2
Take My Breath,The Weeknd,1,2021,8,6,6392,0,432702334.0,174,73,344,0,0,-0.05611663999733047,G#,Major,0.5170835865679628,0.07740343465169935,0.5987161692805807,-0.9556729001232412,-0.19150181181757883,-0.5294918138618154,-0.541818858633084,1
Way 2 Sexy (with Future & Young Thug),"Drake, Future, Young Thug",3,2021,9,3,5481,0,489945871.0,144,30,86,0,0,0.47633892090757346,B,Minor,0.857687563512956,-0.7698293309524139,-0.2704836677840216,-1.0342213576676174,-0.19150181181757883,1.0212468158315817,0.33910159693507386,1
Cï¿½ï¿½,Rauw Alejandro,1,2021,6,25,2636,3,465959382.0,36,82,39,0,5,-0.7305603504768755,A,Minor,0.6533251773459602,-1.0663607989138537,-0.08422655984160685,1.2436839111192868,-0.19150181181757883,-0.5294918138618154,-0.541818858633084,1
Enemy - from the series Arcane League of Legends,"Imagine Dragons, League of Legends, Arcane",3,2021,10,27,824,0,1223481149.0,8,8,8,2,0,-1.617986285318382,G,Major,0.3808419957899656,0.11976507293190503,0.5987161692805807,-0.13091409590729328,-0.19150181181757883,1.6858490857001807,1.2200220525032317,2
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0,2288695111.0,188,34,710,0,5,-1.3695070235627602,B,Minor,-1.5946610704909947,-1.2358073520346762,-1.0155120995536808,0.45819933567552673,-0.19150181181757883,1.0950915124836482,1.3179021031219158,2
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0,720825549.0,92,34,131,0,0,-0.7305603504768755,G#,Major,1.4707747220139438,1.0940827533766353,1.0954017904603535,-0.9163986713510532,-0.19150181181757883,-0.0864236339494162,0.04546144507902125,2
All of Me,John Legend,1,2013,8,1,27221,0,2086124197.0,308,118,"4,534",2,77,-0.09161367739099073,G#,Major,-1.7309026612689922,-0.7698293309524139,-2.381397557798056,2.579007689373679,-0.19150181181757883,-0.3818024205576823,-0.7375789598704523,2
Smells Like Teen Spirit - Remastered 2021,Nirvana,1,1991,9,10,49991,9,1690192927.0,265,121,"12,367",4,160,-0.19810478957197153,C#,Major,-1.0496947073790057,0.9246362002558126,1.6541731142875977,-1.0342213576676174,-0.19150181181757883,-0.5294918138618154,-0.34605875739571557,2
Fair Trade (with Travis Scott),"Drake, Travis Scott",2,2021,9,3,5403,6,593917618.0,118,116,96,0,3,1.612244117504702,C#,Major,-0.02788277654402621,-0.9392758840732366,-1.0775978022011523,-0.8378502138066773,-0.19150181181757883,0.28279984931091645,1.5136622043592842,1
Bar,"Tini, L-Gante",2,2021,11,11,755,4,200972675.0,22,3,0,0,0,-1.0145366496261576,C#,Major,-1.0496947073790057,0.7128280088547844,0.2882876560432227,-0.5236563836291733,-0.19150181181757883,1.0950915124836482,-0.24817870677703135,1
The Rumbling (TV Size),SiM,1,2022,1,10,254,0,71014967.0,0,4,23,0,0,0.7958122574505159,G#,Major,-1.7990234566579908,0.5857430940141674,1.467916006345183,-1.0342213576676174,-0.19150181181757883,0.5781786359191826,-0.541818858633084,0
family ties (with Kendrick Lamar),"Kendrick Lamar, Baby Keem",2,2021,8,27,6308,5,560222750.0,114,15,63,0,2,0.40534484612025296,C#,Major,0.24460040501196834,-1.5747004582763215,-0.20839796513655004,-0.9949471288954292,-0.19150181181757883,0.356644545962983,2.1988225586900736,1
Mr. Brightside,The Killers,1,2003,9,23,51979,15,1806617704.0,306,99,"5,063",2,120,0.9023033696314966,C#,Major,-2.2077482289919823,-1.1510840754742648,1.778344519582541,-1.0342213576676174,-0.19150181181757883,-0.6033365105138819,-0.24817870677703135,2
Blessed-Cursed,ENHYPEN,1,2022,1,10,246,0,77337771.0,2,12,10,0,0,0.1568655843646311,E,Minor,-0.5047283442670166,-0.4732978629909743,1.5300017089926545,-0.6807532987179253,-0.19150181181757883,3.088898322089445,-0.4439388080143997,0
AM Remix,"J Balvin, Nio Garcia, Bad Bunny",3,2021,6,24,6556,0,528544703.0,93,5,67,1,0,1.7542322670793429,F#,Minor,0.4489627911789642,1.1788060299370466,0.10203054810080794,-0.6022048411735493,-0.19150181181757883,-0.751025903818015,0.5348616981724422,1
Streets,Doja Cat,1,2019,11,7,5728,0,865640097.0,85,87,179,0,12,-1.1565247992007985,B,Major,0.5170835865679628,-1.3628922668752932,-1.139683504848624,-0.20946255345166928,0.26474776027919295,1.168936209135715,-0.24817870677703135,2
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687.0,368,155,"2,854",6,121,-0.9435425748388371,G,Major,-0.7090907304340126,-0.8969142457930309,-1.5121977207334536,0.45819933567552673,-0.19150181181757883,0.5781786359191826,-0.7375789598704523,2
Polaroid Love,ENHYPEN,1,2022,1,10,461,0,211372494.0,10,56,17,0,0,0.547332995694894,G,Minor,0.4489627911789642,0.5857430940141674,0.16411625074827954,0.7723931658530307,-0.19150181181757883,1.316625602439848,-0.6396989092517682,1
Leave Before You Love Me (with Jonas Brothers),"Marshmello, Jonas Brothers",2,2021,4,28,4893,4,651732901.0,143,24,110,0,70,-0.09161367739099073,G,Major,0.31272120040096696,0.6704663705745787,0.4745447639856375,-1.0342213576676174,-0.19150181181757883,-0.3818024205576823,-0.6396989092517682,1
Permission to Dance,BTS,1,2021,7,9,1801,2,608334048.0,77,134,74,0,2,0.08587150957731057,A,Major,0.17647960962296969,0.5857430940141674,0.5987161692805807,-0.9949471288954292,-0.19150181181757883,1.168936209135715,-0.6396989092517682,1
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0,863756573.0,209,54,710,0,18,0.014877434789990053,D,Major,0.9939291542909533,1.2211676682172523,1.3437446010502399,-0.9949471288954292,-0.19150181181757883,0.8735574225274487,0.24122154631638965,2
RAPSTAR,Polo G,1,2021,4,9,4731,0,797402345.0,141,12,78,0,0,-1.475998135743741,F#,Major,0.7895667681239574,-0.30385130987015163,-0.6429978836688512,0.5760220219920907,-0.19150181181757883,-0.3818024205576823,1.3179021031219158,2
'Till I Collapse,"Eminem, Nate Dogg",2,2002,5,26,22923,0,1695712020.0,78,46,"2,515",1,0,1.7187352296856826,C#,Major,-0.8453323212120099,-1.7441470113971442,1.2816588984027681,-0.7593017562623013,-0.19150181181757883,-0.751025903818015,0.9263819006471791,2
Memories,Maroon 5,1,2019,9,20,9974,2,1759567999.0,272,67,"1,066",1,19,-1.1210277618071383,B,Major,0.6533251773459602,0.373934902613139,-2.008883341913226,2.264813859196175,-0.19150181181757883,-0.751025903818015,-0.541818858633084,2
Se Le Ve,"Arcangel, De La Ghetto, Justin Quiles, Lenny Tavï¿½ï¿½rez, Sech, Dalex, Dimelo Flow, Rich Music",8,2021,8,12,1560,0,223319934.0,72,0,0,0,0,-1.3695070235627602,G,Minor,-0.7772115258230112,0.41629654089334467,0.7228875745755239,-0.6414790699457373,-0.19150181181757883,-0.3079577239056158,0.04546144507902125,1
25k jacket (feat. Lil Baby),"Gunna, Lil Baby",2,2022,1,7,620,0,54937991.0,17,3,3,0,0,-0.26909886435929203,F,Minor,1.5388955174029424,0.9669978385360183,-0.6429978836688512,-0.40583369731260927,-0.19150181181757883,-0.3818024205576823,1.7094223055966526,0
Esqueï¿½ï¿½a-Me Se For C,"Marï¿½ï¿½lia Mendonï¿½ï¿½a, Maiara &",2,2021,10,14,580,0,258316038.0,24,92,93,0,0,-0.020619602603670212,F#,Minor,0.857687563512956,0.45865817917355034,0.2882876560432227,0.06545704795364671,-0.19150181181757883,-0.3818024205576823,-0.34605875739571557,1
Miï¿½ï¿½n,"Tini, Maria Becerra",2,2021,4,29,3406,16,596152090.0,61,23,70,1,0,-1.0855307244134782,D,Major,1.1982915404579493,1.7295073275797204,-0.6429978836688512,-0.40583369731260927,-0.19150181181757883,0.7997127258753822,-0.34605875739571557,1
Sï¿½ï¿½,"Anuel Aa, Myke Towers, Jhay Cortez",3,2021,11,18,903,0,177129919.0,30,26,15,0,0,-1.1565247992007985,F#,Minor,-0.30036595810002076,1.009359476816224,0.6608018719280523,-0.36655946854042126,-0.19150181181757883,-0.5294918138618154,-0.24817870677703135,1
MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492.0,151,102,175,5,29,-1.0145366496261576,E,Minor,1.1301707450689507,1.644784051019309,0.3503733586906943,-0.6807532987179253,-0.19150181181757883,-0.3079577239056158,-0.24817870677703135,2
Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487.0,141,78,"6,591",1,0,-1.050033687019818,B,Major,0.9258083589019547,0.07740343465169935,0.8470589798704671,-0.3272852397682333,-0.19150181181757883,-0.898715297122148,1.3179021031219158,2
Stay Alive (Prod. SUGA of BTS),Jung Kook,1,2022,2,11,590,5,246376690.0,4,113,20,0,1,0.2633566965456119,D,Minor,-1.1178155027680043,-0.04968148018891764,0.7228875745755239,0.1440055054980227,-0.19150181181757883,-0.6033365105138819,-0.34605875739571557,1
Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364.0,76,0,102,0,2,2.038208566228625,G,Minor,-2.2077482289919823,-1.1934457137544705,-0.20839796513655004,-0.13091409590729328,-0.19150181181757883,0.06126575935471686,-0.4439388080143997,1
The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044.0,142,40,"5,451",1,953,-0.9790396122324974,D#,Minor,1.6751371081809396,-0.8545526075128252,1.5300017089926545,-0.9163986713510532,-0.19150181181757883,-0.751025903818015,1.4157821537406001,2
Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342.0,119,6,85,1,1,2.180196715803266,F#,Major,0.10835881423397106,1.6871456892995147,-0.08422655984160685,-0.6022048411735493,-0.19150181181757883,-0.6771812071659484,2.0030624574527054,1
City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472.0,34,3,30,0,0,0.8668063322378363,G#,Minor,-1.3902986843239988,-0.04968148018891764,0.9712303851654103,-0.6414790699457373,-0.19150181181757883,1.0212468158315817,2.6882228117834948,0
Brividi,"Mahmood, Blanco",2,2022,2,2,1175,0,135079152.0,34,1,31,0,0,0.014877434789990053,G,Major,-1.0496947073790057,-0.30385130987015163,-0.2704836677840216,0.5367477932199027,-0.19150181181757883,0.5781786359191826,-0.7375789598704523,0
Lost,Frank Ocean,1,2012,1,1,29499,11,822239726.0,124,27,587,0,4,0.014877434789990053,A#,Minor,1.607016312791941,-0.0920431184691233,-0.20839796513655004,-0.9163986713510532,-0.19150181181757883,-0.0864236339494162,1.1221420018845474,2
In Da Club,50 Cent,1,2002,1,1,30427,7,1202722675.0,235,106,"5,221",1,35,-1.1565247992007985,F#,Minor,1.5388955174029424,1.1788060299370466,0.4124590613381659,-0.013091409590729287,-0.19150181181757883,-0.8248706004700815,2.5903427611648104,2
she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054.0,105,12,51,0,12,1.3282678183554197,D,Minor,-0.436607548878018,0.5857430940141674,-0.022140857194135246,-0.9949471288954292,-0.19150181181757883,-0.4556471172097489,-0.6396989092517682,1
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0,240769997.0,13,0,113,1,3,-0.26909886435929203,C#,Major,-0.5047283442670166,-0.6003827778315913,0.4124590613381659,-0.7200275274901133,-0.19150181181757883,2.2027619622646464,-0.6396989092517682,1
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0,426204830.0,33,123,7,0,4,0.6538241078758747,D#,Major,-2.071506638213985,-1.4476155434357045,0.16411625074827954,-0.9556729001232412,-0.19150181181757883,1.168936209135715,-0.15029865615834714,1
Notion,The Rare Occasions,1,2016,8,5,2393,0,421135627.0,22,13,65,0,6,1.3282678183554197,A,Major,-2.4802314105479772,-0.8969142457930309,1.467916006345183,-0.7593017562623013,-0.19150181181757883,-0.751025903818015,-0.24817870677703135,1
Formula,Labrinth,1,2019,10,4,3444,7,554875730.0,24,85,102,0,1,0.7958122574505159,B,Major,-0.7090907304340126,-1.1934457137544705,0.10203054810080794,-0.8771244425788653,0.4928725463275788,-0.23411302725354927,-0.6396989092517682,1
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4,327498031.0,7,21,2,0,0,-0.9790396122324974,F,Minor,1.1301707450689507,-0.0920431184691233,0.4745447639856375,-0.7200275274901133,-0.19150181181757883,-0.23411302725354927,-0.24817870677703135,1
Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548.0,11,0,10,0,0,1.3282678183554197,D,Major,-0.5047283442670166,-0.17676639502953465,-0.14631226248907844,-0.9163986713510532,-0.19150181181757883,1.464314995743981,-0.6396989092517682,1
"Cayï¿½ï¿½ La Noche (feat. Cruz Cafunï¿½ï¿½, Abhir Hathi, Bejo, EL IMA)","Quevedo, La Pantera, Juseph, Cruz Cafunï¿½ï¿½, Bï¿½ï¿½jo, Abhir Hathi",7,2022,1,14,1034,1,245400167.0,19,5,12,0,0,1.8252263418666634,F,Minor,-0.02788277654402621,0.9669978385360183,0.6608018719280523,0.6938447083086547,-0.19150181181757883,-0.8248706004700815,1.905182406834021,1
California Love - Original Version (Explicit),"Dr. Dre, 2Pac, Roger",3,1995,12,28,18773,0,579395142.0,128,17,"1,663",0,0,-1.0855307244134782,G,Major,0.6533251773459602,1.0517211150964296,1.2195731957552967,-0.9163986713510532,-0.19150181181757883,1.464314995743981,-0.6396989092517682,1
Forgot About Dre,"Eminem, Dr. Dre",2,1999,1,1,19067,0,675039469.0,78,15,"1,674",0,3,0.40534484612025296,G#,Major,1.7432579035699383,0.41629654089334467,0.5987161692805807,-0.6807532987179253,-0.19150181181757883,-0.0864236339494162,-0.24817870677703135,2
Down Under (feat. Colin Hay),"Luude, Colin Hay",2,2021,11,19,3541,2,252871192.0,57,13,50,1,7,1.7542322670793429,B,Minor,-2.4802314105479772,-1.9983168410783783,1.3437446010502399,-0.9949471288954292,-0.19150181181757883,0.7258680292233156,0.6327417487911264,1
Mujeriego,Ryan Castro,1,2021,12,17,1492,0,231996128.0,44,63,91,0,24,-1.5114951731374013,A,Major,0.5852043819569615,1.7295073275797204,-0.14631226248907844,-0.7985759850344893,-0.19150181181757883,-0.751025903818015,0.24122154631638965,1
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1,1929770265.0,284,114,"1,481",0,5,0.9732974444188172,C#,Minor,1.607016312791941,-0.388574586430563,-0.2704836677840216,-1.0342213576676174,-0.19150181181757883,-0.6771812071659484,0.14334149569770546,2
Stan,"Eminem, Dido",2,1999,11,21,17115,0,918915401.0,83,63,"4,180",0,0,-1.5114951731374013,F#,Minor,0.7214459727349588,0.07740343465169935,0.5987161692805807,-0.8771244425788653,-0.19150181181757883,1.9812278723084467,1.0242619512658633,2
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0,1180896317.0,65,45,398,0,1,1.5412500427173814,A#,Minor,0.9258083589019547,1.3482525830578693,0.6608018719280523,-0.48438215485698527,-0.19150181181757883,0.7997127258753822,2.296702609308758,2
Swim,Chase Atlantic,1,2017,10,4,2742,0,498960285.0,5,1,62,0,0,-0.09161367739099073,G#,Major,-0.02788277654402621,-1.8288702879575556,-0.6429978836688512,0.026182819181458712,-0.19150181181757883,-0.751025903818015,-0.6396989092517682,1
Numb Little Bug,Em Beihold,1,2022,1,28,2026,0,258714692.0,47,3,42,12,6,-1.3340099861691,G#,Minor,0.4489627911789642,0.41629654089334467,-0.7671692889637944,0.1440055054980227,-0.19150181181757883,0.5781786359191826,-0.15029865615834714,1
212,"Mainstreet, Chefin",2,2022,1,15,352,0,143139338.0,10,0,39,0,0,1.1152855939934583,D,Minor,0.7895667681239574,1.4753374978984863,-0.7671692889637944,1.5578777412967908,-0.19150181181757883,-0.6771812071659484,-0.34605875739571557,0
Problemï¿½,"Alvaro Diaz, Rauw Alejandro",2,2021,10,22,1517,0,209768491.0,42,7,15,0,4,-1.0855307244134782,D,Minor,0.3808419957899656,-0.6003827778315913,0.5987161692805807,0.06545704795364671,-0.19150181181757883,-0.3079577239056158,-0.4439388080143997,1
Bussin,"Nicki Minaj, Lil Baby",2,2022,2,11,847,0,64714573.0,25,0,14,0,0,0.6183270704822145,B,Major,1.4707747220139438,1.009359476816224,0.3503733586906943,-0.7985759850344893,-0.19150181181757883,-0.3818024205576823,-0.541818858633084,0
Worst Day,Future,1,2022,2,11,910,0,50746620.0,20,3,24,0,0,-1.1920218365944588,C#,Major,-0.16412436732202348,0.373934902613139,-0.2704836677840216,-0.6022048411735493,-0.19150181181757883,-0.6033365105138819,2.883982913020863,0
Malvada,Zï¿½ï¿½ Fe,1,2022,1,28,601,0,154119539.0,28,73,64,0,0,0.4408418835139132,F,Minor,1.4707747220139438,1.6024224127391034,1.3437446010502399,-0.40583369731260927,-0.19150181181757883,-0.751025903818015,-0.541818858633084,1
Hrs and Hrs,Muni Long,1,2021,11,19,1800,0,181328253.0,43,36,46,13,4,0.6183270704822145,G#,Minor,-1.1178155027680043,0.628104732294373,-0.7050835863163228,1.3222323686636628,-0.19150181181757883,-0.5294918138618154,0.7306217994098106,1
Alien Blues,Vundabar,1,2015,7,24,1930,0,370068639.0,3,0,28,0,1,-1.4405010983500808,D#,Major,-1.3902986843239988,-0.30385130987015163,0.7228875745755239,-0.7200275274901133,10.188175953383979,-0.6771812071659484,-0.7375789598704523,1
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0,2280566092.0,363,129,"3,895",0,28,-1.5469922105310616,D,Major,0.7214459727349588,0.2892116260527277,-1.2017692074960955,0.8116673946252188,-0.19150181181757883,-0.012578937297349671,-0.7375789598704523,2
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0,563902868.0,47,116,266,0,0,-1.227518873988119,F,Major,-2.4802314105479772,-0.8545526075128252,-0.08422655984160685,0.8116673946252188,2.88818279983563,0.20895515265884992,0.14334149569770546,1
Christmas Tree,V,1,2021,12,24,509,9,317622165.0,8,106,6,0,8,0.5828300330885543,F,Major,-1.5946610704909947,-1.4052539051554989,-1.6363691260283968,1.7149746563855428,-0.19150181181757883,-0.4556471172097489,-0.6396989092517682,1
When I R.I.P.,Labrinth,1,2019,10,4,2578,0,203680270.0,8,67,66,0,0,-1.5114951731374013,G#,Minor,-1.935265047435988,-0.26148967158994596,-0.5809121810213796,1.832797342702107,-0.19150181181757883,-0.6771812071659484,1.0242619512658633,1
Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,81350745.0,42,1,26,0,0,-0.09161367739099073,C#,Minor,1.1301707450689507,0.11976507293190503,-0.8292549916112659,0.8116673946252188,-0.19150181181757883,-0.4556471172097489,2.883982913020863,0
Forever,Labrinth,1,2019,10,4,3618,0,282883169.0,21,86,138,0,2,-1.5114951731374013,E,Minor,-0.7772115258230112,-1.3628922668752932,-1.139683504848624,2.579007689373679,8.020990485924314,-0.5294918138618154,-0.7375789598704523,1
Gospel (with Eminem),"Eminem, Dr. Dre",2,2022,2,4,1040,0,64787943.0,8,0,29,0,0,-0.19810478957197153,C#,Major,1.6751371081809396,0.45865817917355034,1.3437446010502399,-0.6022048411735493,-0.19150181181757883,0.4304892426150495,1.3179021031219158,0
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2,2484812918.0,453,50,"1,785",1,8,-0.19810478957197153,A,Minor,0.5852043819569615,1.0940827533766353,-0.7671692889637944,-0.8771244425788653,-0.19150181181757883,-0.751025903818015,-0.7375789598704523,2
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791.0,13,7,55,0,1,0.6183270704822145,F,Minor,-0.3684867534890194,-0.2191280333097403,0.5366304666331091,-0.6414790699457373,-0.19150181181757883,3.6058111986539103,0.04546144507902125,1
Adore You,Harry Styles,1,2019,12,6,13454,1,1439191367.0,246,71,519,2,5,-0.8370514626578562,G#,Major,0.040238018844972426,0.246849987772522,0.7849732772229955,-0.9556729001232412,-0.19150181181757883,-0.6033365105138819,-0.541818858633084,2
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20,759208783.0,52,42,100,0,0,-1.050033687019818,C#,Major,0.4489627911789642,0.3315732643329333,1.4058303036977113,-0.9163986713510532,-0.19150181181757883,-0.751025903818015,-0.541818858633084,2
Something In The Way - Remastered 2021,Nirvana,1,1991,9,24,9514,0,368646862.0,45,27,"1,197",0,43,-0.5885722009022344,G#,Major,-1.5946610704909947,-1.8288702879575556,-2.7539117736828853,1.8720715714742948,4.599118695198524,-0.5294918138618154,-0.7375789598704523,1
Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472.0,69,2,51,11,0,0.050374472183650314,G,Major,0.9258083589019547,0.7128280088547844,-0.08422655984160685,-0.36655946854042126,-0.19150181181757883,-0.6033365105138819,1.1221420018845474,1
