track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,popularity
Monï¿½ï¿½y so,YEAT,1,2021,9,10,1473,0,263779030.0,2,0,12,0,10,0.547332995694894,D,Major,0.10835881423397106,-0.6851060543920027,-0.4567407757264364,-0.5629306124013613,-0.19150181181757883,-0.6033365105138819,-0.15029865615834714,1
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0,339473453.0,36,2,11,0,14,0.12136854697097084,A,Minor,-0.02788277654402621,-0.6003827778315913,-1.139683504848624,-0.5236563836291733,-0.19150181181757883,-0.6033365105138819,2.7861028624021786,1
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21,2204080728.0,336,188,"2,692",3,30,-0.6950633130832152,B,Minor,-0.436607548878018,-0.17676639502953465,0.03994484545333635,-0.9163986713510532,-0.19150181181757883,-0.0864236339494162,-0.6396989092517682,2
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0,2591224264.0,315,159,"2,179",0,44,-0.9790396122324974,G#,Major,0.5170835865679628,0.5433814557339617,-0.7671692889637944,0.5760220219920907,-0.19150181181757883,-0.5294918138618154,-0.7375789598704523,2
O.O,NMIXX,1,2022,2,22,290,0,135444283.0,9,66,10,0,0,2.7481493141018305,B,Minor,-1.935265047435988,-0.9816375223534423,0.7849732772229955,-0.8771244425788653,-0.19150181181757883,-0.898715297122148,1.8073023562153367,0
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0,236872197.0,15,48,50,0,3,-0.8725485000515165,F#,Minor,0.040238018844972426,-0.7698293309524139,-1.3259406127910387,0.45819933567552673,-0.19150181181757883,1.316625602439848,0.33910159693507386,1
First Class,Jack Harlow,1,2022,4,8,8737,0,694525298.0,163,32,137,15,12,-0.5530751635085741,G#,Major,1.607016312791941,-0.8121909692326196,-0.518826478373908,-0.9163986713510532,-0.19150181181757883,-0.5294918138618154,-0.05241860553966295,2
Fuera del mercado,Danny Ocean,1,2022,2,17,2499,21,421365166.0,68,24,43,1,0,-1.0855307244134782,G#,Major,-1.526540275101996,-1.023999160633648,0.16411625074827954,0.22255396304239872,-0.19150181181757883,-0.3818024205576823,0.33910159693507386,1
X ï¿½ï¿½LTIMA,"Daddy Yankee, Bad Bunny",2,2022,3,25,2697,1,349746291.0,55,3,32,0,0,-1.1565247992007985,G,Major,0.9258083589019547,0.3315732643329333,1.157487493107825,-0.6807532987179253,-0.19150181181757883,-0.5294918138618154,-0.541818858633084,1
When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451.0,75,11,44,0,14,0.8668063322378363,F,Major,-0.5047283442670166,0.2892116260527277,0.2882876560432227,-0.9556729001232412,-0.19150181181757883,2.941208928785312,-0.6396989092517682,1
In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339.0,21,0,31,0,0,0.7248181826631953,C#,Major,0.040238018844972426,-0.43093622471076864,-0.5809121810213796,-0.40583369731260927,-0.19150181181757883,-0.6033365105138819,0.14334149569770546,1
Wait a Minute!,Willow,1,2015,1,11,11985,0,924193303.0,79,80,250,3,10,-0.7660573878705357,D#,Minor,0.5852043819569615,0.501019817453756,0.4124590613381659,-0.9163986713510532,-0.19150181181757883,-0.6033365105138819,-0.7375789598704523,2
LOVE DIVE,IVE,1,2022,4,5,753,8,305771063.0,28,124,13,0,1,-0.16260775217831125,C#,Minor,0.17647960962296969,0.11976507293190503,0.4124590613381659,-1.0342213576676174,-0.19150181181757883,1.0950915124836482,-0.6396989092517682,1
Pantysito,"Feid, Alejo, Robi",3,2022,3,18,2995,0,273005485.0,49,17,30,0,0,-0.8725485000515165,G,Minor,1.062049949679952,0.501019817453756,0.5987161692805807,-0.48438215485698527,-0.19150181181757883,-0.16026833060148274,-0.4439388080143997,1
Chance,Paulo Londra,1,2022,4,6,225,0,89566512.0,11,0,7,0,0,0.547332995694894,C#,Minor,0.31272120040096696,-1.2358073520346762,-1.139683504848624,-0.09163986713510529,-0.19150181181757883,-0.6771812071659484,-0.4439388080143997,0
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0,677389855.0,155,5,577,0,6,-0.3045959017529523,F,Minor,-0.5728491396560152,-0.8969142457930309,-0.14631226248907844,-0.9949471288954292,-0.19150181181757883,-0.751025903818015,-0.6396989092517682,2
psychofreak (feat. WILLOW),"Camila Cabello, Willow",2,2022,4,7,918,0,75476209.0,24,0,52,0,0,2.038208566228625,G,Minor,-0.30036595810002076,-0.26148967158994596,-0.022140857194135246,0.3011024205867747,-0.19150181181757883,-0.6771812071659484,-0.24817870677703135,0
Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328.0,52,25,32,0,10,0.7958122574505159,B,Major,-0.7772115258230112,-0.43093622471076864,-0.4567407757264364,-0.9949471288954292,-0.19150181181757883,-0.3818024205576823,-0.7375789598704523,1
Vampiro,"Matuï¿½ï¿½, Wiu, ",3,2022,1,30,540,4,187772591.0,26,3,39,0,0,-0.26909886435929203,G#,Minor,0.7214459727349588,0.501019817453756,-0.022140857194135246,-0.9949471288954292,-0.19150181181757883,-0.8248706004700815,-0.6396989092517682,1
Si Quieren Frontear,"De La Ghetto, Duki, Quevedo",3,2022,3,31,859,0,178512385.0,14,0,11,0,0,-1.4405010983500808,A#,Major,0.7895667681239574,-0.13440475674932897,1.2195731957552967,-0.5236563836291733,-0.19150181181757883,0.20895515265884992,1.2200220525032317,1
Right On,Lil Baby,1,2022,4,8,1116,0,101780047.0,31,9,15,0,1,1.5412500427173814,D,Major,0.17647960962296969,-1.2358073520346762,-0.20839796513655004,-0.9556729001232412,-0.19150181181757883,-0.6033365105138819,2.296702609308758,0
That's Hilarious,Charlie Puth,1,2022,4,8,686,2,146363130.0,11,6,12,0,15,-0.5175781261149139,F#,Major,0.24460040501196834,0.1621267112121107,-1.2638549101435672,1.8720715714742948,-0.19150181181757883,-0.5294918138618154,-0.4439388080143997,0
Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991.0,5,0,4,0,1,-1.3695070235627602,E,Minor,0.24460040501196834,0.501019817453756,-1.2017692074960955,0.7331189370808427,-0.19150181181757883,-0.5294918138618154,-0.7375789598704523,0
RUMBATï¿½,Daddy Yankee,1,2022,3,25,1264,0,157990698.0,20,4,52,0,1,-0.9790396122324974,D#,Minor,0.10835881423397106,1.644784051019309,1.6541731142875977,-0.7985759850344893,-0.19150181181757883,1.2427809057877814,-0.6396989092517682,1
sentaDONA (Remix) s2,"Luï¿½ï¿½sa Sonza, MC Frog, Dj Gabriel do Borel, Davi K",4,2022,3,17,870,0,176290831.0,32,0,49,0,0,0.4408418835139132,D#,Minor,1.7432579035699383,1.0940827533766353,-1.2017692074960955,-0.052365638362917286,-0.19150181181757883,-0.3818024205576823,1.6115422549779685,1
Falling,Harry Styles,1,2019,12,13,7556,0,1023187129.0,124,24,254,0,8,-0.4465840513275934,E,Major,-0.7090907304340126,-1.913593564517967,-2.3193118551505845,2.264813859196175,-0.19150181181757883,-0.6771812071659484,-0.7375789598704523,2
Sigue,"Ed Sheeran, J Balvin",2,1996,11,24,1370,0,106933107.0,46,8,60,0,0,-1.227518873988119,G,Major,1.4707747220139438,0.3315732643329333,-0.022140857194135246,-0.8378502138066773,-0.19150181181757883,0.06126575935471686,-0.34605875739571557,0
Fim de Semana no Rio,teto,1,2022,3,30,315,2,139193812.0,27,2,31,0,0,-0.127110714784651,C#,Minor,1.3345331312359465,-0.9816375223534423,-0.8913406942587375,-0.5629306124013613,-0.19150181181757883,-0.6033365105138819,-0.05241860553966295,0
MANIAC,Stray Kids,1,2022,3,18,651,0,212234990.0,6,188,20,0,0,-0.09161367739099073,C#,Major,-0.6409699350450139,0.8399129236954014,0.9712303851654103,-0.44510792608479727,-0.19150181181757883,-0.8248706004700815,2.9818629636395473,1
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0,1714490998.0,229,57,"1,370",2,71,-0.020619602603670212,D,Major,1.266412335846948,1.9413155189807487,0.9712303851654103,0.3796508781311507,-0.19150181181757883,-0.6771812071659484,-0.4439388080143997,2
IDGAF (with blackbear),"Blackbear, BoyWithUke",2,2022,3,18,625,0,197643795.0,10,2,13,0,1,-0.8725485000515165,F,Major,0.7214459727349588,1.3482525830578693,0.6608018719280523,0.5760220219920907,-0.19150181181757883,0.6520233325712491,-0.24817870677703135,1
Golden,Harry Styles,1,2019,12,13,8429,1,807015863.0,85,24,200,0,2,0.6183270704822145,E,Minor,-1.526540275101996,-1.1087224371940592,1.2195731957552967,-0.20946255345166928,-0.19150181181757883,-0.3818024205576823,-0.4439388080143997,2
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0,933815613.0,203,1,"8,215",0,0,-0.23360182696563178,F#,Minor,0.7895667681239574,1.517699136178692,1.0333160878128818,-0.8771244425788653,-0.19150181181757883,-0.6033365105138819,-0.6396989092517682,2
Ain't Shit,Doja Cat,1,2021,6,25,3436,0,499710590.0,32,6,46,0,1,0.050374472183650314,D#,Major,1.266412335846948,0.45865817917355034,-0.9534263969062091,0.9687643097139708,-0.19150181181757883,1.2427809057877814,1.0242619512658633,1
"Nobody Like U - From ""Turning Red""","Jordan Fisher, Josh Levi, Finneas O'Connell, 4*TOWN (From Disney and Pixarï¿½ï¿½ï¿½s Turning Red), Topher Ngo, Grayson Vill",6,2022,2,25,918,0,120847157.0,34,39,30,0,0,-0.6240692382958947,A,Minor,1.607016312791941,0.9246362002558126,0.4745447639856375,-0.5236563836291733,-0.19150181181757883,-0.6771812071659484,0.43698164755375807,0
Still Life,BIGBANG,1,2022,4,5,181,0,53909146.0,16,14,7,0,0,-0.16260775217831125,G#,Major,0.040238018844972426,-1.1510840754742648,-0.3946550730789648,0.6938447083086547,-0.19150181181757883,-0.898715297122148,-0.7375789598704523,0
Photograph,Ed Sheeran,1,2014,6,20,18778,3,2236667932.0,228,105,"2,453",0,84,-0.5175781261149139,E,Major,-0.436607548878018,-1.3205306285950875,-1.6363691260283968,1.361506597435851,-0.19150181181757883,-0.6033365105138819,-0.541818858633084,2
Love Yourself,Justin Bieber,1,2015,11,9,22730,5,2123309722.0,289,87,"2,430",0,36,-0.801554425264196,E,Major,-0.436607548878018,0.07740343465169935,-1.6363691260283968,2.264813859196175,-0.19150181181757883,0.7258680292233156,3.2755031154956002,2
N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089.0,52,16,65,0,206,0.6183270704822145,D#,Minor,0.9258083589019547,-0.51565950127118,0.10203054810080794,0.45819933567552673,-0.19150181181757883,-0.4556471172097489,0.33910159693507386,1
About Damn Time,Lizzo,1,2022,4,14,9021,0,723894473.0,242,49,272,21,24,-0.4820810887212536,A#,Minor,1.1301707450689507,0.882274561975607,0.5987161692805807,-0.6414790699457373,-0.19150181181757883,1.168936209135715,-0.34605875739571557,2
Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106.0,38,13,32,0,0,-0.7660573878705357,C#,Minor,0.7214459727349588,-0.4732978629909743,0.5987161692805807,0.3796508781311507,-0.19150181181757883,-0.0864236339494162,1.6115422549779685,1
Despuï¿½ï¿½s de la P,Bad Bunny,1,2022,5,6,2229,0,461558540.0,27,44,24,0,5,-1.5824892479247217,F,Major,-0.7772115258230112,0.41629654089334467,1.5920874116401262,0.3796508781311507,-0.19150181181757883,-0.012578937297349671,2.0030624574527054,1
United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322.0,4,5,12,0,51,-1.2630159113817794,G#,Major,-1.0496947073790057,-0.8121909692326196,1.157487493107825,-0.09163986713510529,-0.19150181181757883,-0.0864236339494162,3.177623064876916,1
Father Time (feat. Sampha),"Kendrick Lamar, Sampha",2,2022,5,13,3107,0,127309180.0,4,0,22,0,0,1.079788556599798,A#,Minor,-0.8453323212120099,-0.04968148018891764,0.8470589798704671,-0.2880110109960453,-0.19150181181757883,-0.5294918138618154,2.3945826599274422,0
Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135.0,20,10,33,0,0,-0.9435425748388371,A#,Minor,1.1982915404579493,-0.43093622471076864,-1.3259406127910387,0.49747356444771473,-0.19150181181757883,-0.4556471172097489,1.0242619512658633,1
Me Fui de Vacaciones,Bad Bunny,1,2022,5,6,1443,0,305650299.0,9,11,22,1,0,-1.3340099861691,A#,Major,0.24460040501196834,-0.3462129481503573,0.03994484545333635,-0.13091409590729328,-0.19150181181757883,-0.6771812071659484,-0.541818858633084,1
Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717.0,22,0,23,0,0,0.6183270704822145,C#,Minor,1.6751371081809396,1.136444391656841,-0.4567407757264364,0.7723931658530307,-0.19150181181757883,-0.3079577239056158,-0.15029865615834714,0
La Corriente,"Tony Dize, Bad Bunny",2,2022,5,6,1796,8,479655659.0,8,25,18,1,0,2.6061611645271894,B,Minor,-0.09600357193302485,0.2892116260527277,0.9091446825179387,-0.13091409590729328,-0.19150181181757883,0.28279984931091645,0.9263819006471791,1
Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104.0,3,7,13,0,1,0.40534484612025296,G,Major,0.7214459727349588,-0.0073198419087119725,-1.3259406127910387,1.675700427613355,-0.19150181181757883,-0.3079577239056158,-0.15029865615834714,0
Andrea,"Buscabulla, Bad Bunny",2,2022,5,6,1195,0,344055883.0,8,30,13,1,1,-0.6950633130832152,C#,Minor,0.857687563512956,-0.26148967158994596,-0.14631226248907844,1.9506200290186708,-0.19150181181757883,-0.6033365105138819,2.6882228117834948,1
Dos Mil 16,Bad Bunny,1,2022,5,6,892,3,338422004.0,10,24,11,0,0,0.2633566965456119,C#,Major,0.9939291542909533,-0.04968148018891764,0.16411625074827954,-0.5629306124013613,-0.19150181181757883,-0.3818024205576823,-0.541818858633084,1
We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68895644.0,4,1,6,0,0,-0.5175781261149139,B,Major,-0.16412436732202348,0.03504179637149369,0.2882876560432227,0.18327973427021071,-0.19150181181757883,-0.751025903818015,2.492462710546126,0
Savior,"Kendrick Lamar, Sam Dew, Baby Keem",3,2022,5,13,2291,0,86176890.0,9,0,8,0,0,0.014877434789990053,G#,Major,-0.436607548878018,0.628104732294373,0.4124590613381659,1.0473127672583467,-0.19150181181757883,1.0212468158315817,3.4712632167329684,0
Un Coco,Bad Bunny,1,2022,5,6,1029,28,403231558.0,5,28,9,0,0,1.0442915192061377,B,Major,1.1301707450689507,0.9669978385360183,0.2882876560432227,-0.20946255345166928,-0.19150181181757883,-0.012578937297349671,-0.4439388080143997,1
Otro Atardecer,"Bad Bunny, The Marï¿½ï",2,2022,5,6,1681,7,319546754.0,10,30,13,0,33,-0.5175781261149139,D,Major,0.7214459727349588,0.1621267112121107,-0.2704836677840216,1.282958139891475,-0.19150181181757883,-0.8248706004700815,-0.6396989092517682,1
Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839.0,1,0,5,0,0,-1.7954714722866834,A#,Minor,-0.7772115258230112,0.20448834949231634,-1.0775978022011523,1.9506200290186708,-0.19150181181757883,-0.751025903818015,2.492462710546126,0
Aguacero,Bad Bunny,1,2022,5,6,829,0,283359161.0,4,15,10,0,0,-0.05611663999733047,F#,Minor,1.266412335846948,0.6704663705745787,0.03994484545333635,0.6152962507642787,-0.19150181181757883,1.2427809057877814,-0.34605875739571557,1
Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76831876.0,7,0,7,0,0,0.547332995694894,D#,Minor,-0.7090907304340126,0.8399129236954014,1.0954017904603535,-0.2880110109960453,-0.19150181181757883,-0.23411302725354927,1.8073023562153367,0
Un Verano Sin Ti,Bad Bunny,1,2022,5,6,1004,1,283332261.0,8,12,9,0,0,2.322184865377907,F,Minor,-1.185936298157003,-0.43093622471076864,-0.8913406942587375,1.675700427613355,-0.19150181181757883,-0.4556471172097489,-0.4439388080143997,1
ULTRA SOLO,"Polima WestCoast, Pailita",2,2022,2,14,1367,0,307752576.0,48,4,34,1,0,-0.4465840513275934,C#,Major,0.857687563512956,-1.0663607989138537,1.2816588984027681,-0.13091409590729328,-0.19150181181757883,-0.5294918138618154,1.0242619512658633,1
Ensï¿½ï¿½ï¿½ï¿½ame ,Bad Bunny,1,2022,5,6,1112,3,279737940.0,7,25,12,0,0,-0.6240692382958947,G#,Major,0.9258083589019547,1.0940827533766353,0.9091446825179387,-0.2880110109960453,-0.19150181181757883,2.12891726561258,-0.24817870677703135,1
El Apagï¿½,Bad Bunny,1,2022,5,6,1209,0,212351890.0,9,7,14,0,1,-0.16260775217831125,G#,Major,-0.30036595810002076,0.373934902613139,0.3503733586906943,-0.8378502138066773,-0.19150181181757883,-0.6771812071659484,2.0030624574527054,1
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15,1304313953.0,162,116,355,7,0,1.896220416653984,D,Major,-0.436607548878018,-1.1510840754742648,-0.14631226248907844,1.3222323686636628,-0.19150181181757883,0.4304892426150495,2.0030624574527054,2
Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965.0,35,0,3,0,0,1.2572737435680992,B,Major,1.062049949679952,-0.43093622471076864,0.03994484545333635,-1.0342213576676174,0.9491221184243505,-0.5294918138618154,-0.24817870677703135,1
Agosto,Bad Bunny,1,2022,5,6,897,0,246127838.0,6,20,8,0,0,-0.26909886435929203,C#,Minor,1.1982915404579493,0.882274561975607,-0.3946550730789648,-0.6807532987179253,-0.19150181181757883,2.276606658916713,0.14334149569770546,1
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0,582863434.0,10,2,150,0,0,-0.4465840513275934,B,Minor,-1.1178155027680043,-0.13440475674932897,1.0954017904603535,-1.0342213576676174,-0.19150181181757883,-0.9725599937742146,-0.7375789598704523,1
Mr. Morale,"Kendrick Lamar, Tanna Leone",2,2022,5,13,1860,0,58687425.0,1,0,3,0,0,1.8252263418666634,A,Major,0.3808419957899656,-1.0663607989138537,-0.6429978836688512,0.1440055054980227,-0.19150181181757883,1.168936209135715,2.1009425080713893,0
That That (prod. & feat. SUGA of BTS),"PSY, Suga",2,2022,4,29,802,0,212109195.0,16,81,23,0,0,0.2633566965456119,E,Major,1.607016312791941,1.6871456892995147,1.9646016275249558,-0.9163986713510532,-0.19150181181757883,-1.1202493870783476,-0.15029865615834714,1
In The Stars,Benson Boone,1,2022,4,29,2224,8,382199619.0,48,40,87,1,210,-1.5824892479247217,A#,Major,-2.1396274336029837,-0.8969142457930309,-0.6429978836688512,0.3011024205867747,-0.19150181181757883,-0.3079577239056158,-0.541818858633084,1
Rich - Interlude,Kendrick Lamar,1,2022,5,13,1103,0,41210087.0,0,0,0,0,0,-0.659566275689555,G,Major,-1.5946610704909947,0.9669978385360183,-1.3880263154385104,2.421910774284927,-0.19150181181757883,-0.6771812071659484,-0.15029865615834714,0
SUPERMODEL,Mï¿½ï¿½ne,1,2022,5,13,2265,0,231657891.0,93,12,173,11,3,-0.05611663999733047,G,Major,-0.2322451627110221,1.2211676682172523,1.467916006345183,-1.0342213576676174,-0.19150181181757883,-0.4556471172097489,-0.4439388080143997,1
Stefania (Kalush Orchestra),KALUSH,1,2022,3,10,555,0,53729194.0,10,4,4,0,0,-0.6240692382958947,D,Major,1.062049949679952,-0.8121909692326196,1.0954017904603535,-0.48438215485698527,-0.19150181181757883,-0.4556471172097489,-0.6396989092517682,0
Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137.0,52,9,46,0,1,-1.475998135743741,G,Major,-2.0033858428249864,-1.3205306285950875,0.10203054810080794,-0.6807532987179253,-0.19150181181757883,-0.6771812071659484,-0.24817870677703135,1
Crown,Kendrick Lamar,1,2022,5,13,1493,0,42485571.0,2,0,10,0,0,1.6832381922920223,C#,Minor,-2.071506638213985,-1.5747004582763215,-2.505568963092999,2.107716944107423,-0.19150181181757883,-0.5294918138618154,-0.6396989092517682,0
Auntie Diaries,Kendrick Lamar,1,2022,5,13,1545,0,37778188.0,1,0,4,0,0,-1.5824892479247217,G,Major,-1.6627818658799933,0.373934902613139,-1.6363691260283968,1.9506200290186708,-0.0774394187933859,2.2027619622646464,2.6882228117834948,0
PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729.0,28,42,23,0,0,0.08587150957731057,G#,Major,1.4026539266249451,-0.9816375223534423,0.10203054810080794,-0.7985759850344893,-0.19150181181757883,-0.3818024205576823,2.0030624574527054,1
Mirror,Kendrick Lamar,1,2022,5,13,1929,0,53603447.0,2,0,4,0,0,-1.0855307244134782,E,Minor,-0.09600357193302485,-0.9392758840732366,0.03994484545333635,-0.13091409590729328,-0.19150181181757883,-0.751025903818015,-0.34605875739571557,0
Beautiful Girl,Luciano,1,2022,4,22,710,4,160035717.0,16,11,18,0,0,0.6183270704822145,B,Minor,1.1301707450689507,0.41629654089334467,-1.3880263154385104,0.18327973427021071,-0.19150181181757883,-0.6771812071659484,-0.15029865615834714,1
Savior - Interlude,Kendrick Lamar,1,2022,5,13,1194,0,37091576.0,0,0,3,0,0,-0.16260775217831125,F,Minor,-0.09600357193302485,1.3482525830578693,-1.3259406127910387,2.264813859196175,-0.19150181181757883,0.06126575935471686,0.8285018500284949,0
Pasoori,"Shae Gill, Ali Sethi",2,2022,2,6,349,6,284249832.0,10,22,3,0,0,-1.0855307244134782,B,Minor,0.24460040501196834,0.6704663705745787,-0.2704836677840216,-0.7593017562623013,-0.19150181181757883,-0.898715297122148,-0.6396989092517682,1
Mother I Sober (feat. Beth Gibbons of Portishead),"Kendrick Lamar, Beth Gibbons",2,2022,5,13,1890,0,33381454.0,3,0,2,0,0,0.6183270704822145,G#,Minor,-1.2540570935460016,-0.04968148018891764,-1.6984548286758683,2.3826365455127387,-0.19150181181757883,-0.5294918138618154,2.3945826599274422,0
TUS Lï¿½ï¿½GR,"Sech, Mora",2,2022,4,1,1308,2,184622518.0,23,16,9,0,5,1.8252263418666634,C#,Major,0.040238018844972426,-0.26148967158994596,0.4124590613381659,-0.3272852397682333,-0.19150181181757883,-0.5294918138618154,1.4157821537406001,1
Where Did You Go?,"MNEK, Jax Jones",2,2022,1,26,4531,0,300983101.0,135,74,119,1,18,0.1568655843646311,A#,Major,0.6533251773459602,0.07740343465169935,0.8470589798704671,-0.2880110109960453,-0.19150181181757883,0.7997127258753822,-0.6396989092517682,1
I Tried to Tell Y'all,"Ugly Dray, Tesla Jnr",2,2022,5,6,1657,0,121077868.0,15,3,3,0,0,-0.9435425748388371,B,Major,0.24460040501196834,-0.6003827778315913,-0.7671692889637944,1.4007808262080388,-0.19150181181757883,-0.5294918138618154,2.492462710546126,0
Honest (feat. Don Toliver),"Justin Bieber, Don Toliver",2,2022,4,29,1351,0,106919680.0,26,1,17,0,0,0.9732974444188172,G#,Minor,0.9939291542909533,1.3058909447776637,0.10203054810080794,-0.5236563836291733,-0.19150181181757883,-0.5294918138618154,-0.4439388080143997,0
ZOOM,Jessi,1,2022,4,13,608,0,136996305.0,5,29,14,0,0,-0.801554425264196,F#,Major,1.3345331312359465,-0.2191280333097403,-0.2704836677840216,-0.9949471288954292,-0.19150181181757883,-0.3818024205576823,0.5348616981724422,0
SloMo,Chanel,1,2021,12,24,1211,0,65719930.0,31,0,19,0,2,-0.6240692382958947,C#,Minor,0.3808419957899656,0.3315732643329333,1.0333160878128818,-0.5236563836291733,-0.19150181181757883,-0.6771812071659484,-0.4439388080143997,0
FEARLESS,LE SSERAFIM,1,2022,5,2,629,0,229497852.0,18,75,9,0,0,-0.659566275689555,G,Major,1.266412335846948,-0.3462129481503573,-0.14631226248907844,-0.8378502138066773,-0.19150181181757883,-0.3818024205576823,0.33910159693507386,1
10 Things I Hate About You,Leah Kate,1,2022,3,23,1301,0,185550869.0,23,1,15,0,0,1.1152855939934583,G#,Major,-0.9134531166010085,-0.26148967158994596,0.9091446825179387,-0.9949471288954292,-0.19150181181757883,-0.0864236339494162,-0.541818858633084,1
SPACE MAN,Sam Ryder,1,2022,2,22,1329,0,54682594.0,42,51,32,0,0,-1.5114951731374013,B,Major,-1.3902986843239988,-0.7698293309524139,1.157487493107825,-0.3272852397682333,-0.19150181181757883,-0.6033365105138819,-0.541818858633084,0
With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042.0,4,35,11,1,1,0.9732974444188172,D#,Major,-0.9815739119900071,-1.5747004582763215,-1.3259406127910387,1.4793292837524148,-0.19150181181757883,-0.3818024205576823,-0.7375789598704523,1
Iris,The Goo Goo Dolls,1,1998,3,31,13101,9,1284942608.0,137,5,582,0,0,1.1862796687807786,B,Minor,-2.4121106151589786,-0.0920431184691233,0.4745447639856375,-1.0342213576676174,-0.19150181181757883,-0.6771812071659484,-0.6396989092517682,2
The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324.0,29,0,30,0,0,-0.8725485000515165,G#,Minor,0.5852043819569615,1.1788060299370466,1.0333160878128818,-0.3272852397682333,-0.19150181181757883,-0.898715297122148,2.296702609308758,0
San Lucas,Kevin Kaarl,1,2019,11,7,407,1,244891912.0,5,0,5,0,0,-1.0855307244134782,G,Major,-0.6409699350450139,-1.023999160633648,-1.76054053132334,2.343362316740551,-0.19150181181757883,-0.6771812071659484,-0.7375789598704523,1
This Love (Taylorï¿½ï¿½ï¿½s Ve,Taylor Swift,1,2022,5,6,1492,0,132171975.0,26,2,15,0,2,0.7603152200568556,E,Major,-1.3902986843239988,-1.8712319262377612,-0.8913406942587375,0.22255396304239872,-0.19150181181757883,-0.8248706004700815,-0.6396989092517682,0
Good Looking,Suki Waterhouse,1,2017,10,20,2264,0,184706613.0,11,6,25,0,1,0.9732974444188172,E,Major,-2.071506638213985,-1.023999160633648,-0.518826478373908,-0.7200275274901133,-0.19150181181757883,-0.3818024205576823,-0.7375789598704523,1
Flowers,Lauren Spencer Smith,1,2021,8,9,801,0,184826429.0,42,9,24,1,1,0.547332995694894,D#,Major,0.17647960962296969,-0.8545526075128252,-1.2638549101435672,2.264813859196175,-0.19150181181757883,-0.6771812071659484,2.7861028624021786,1
Yet To Come,BTS,1,2022,6,10,829,0,302006641.0,32,110,26,0,0,1.7542322670793429,C#,Major,-0.7772115258230112,0.7128280088547844,1.5300017089926545,-0.8771244425788653,-0.19150181181757883,1.0950915124836482,0.8285018500284949,1
Run BTS,BTS,1,2022,6,10,736,0,330881149.0,5,132,17,0,3,-1.617986285318382,G#,Major,0.31272120040096696,0.7975512854151957,1.0954017904603535,-0.9556729001232412,-0.19150181181757883,-1.0464046904262811,0.6327417487911264,1
Music For a Sushi Restaurant,Harry Styles,1,2022,5,20,4449,1,334733572.0,80,11,66,0,1,-0.5530751635085741,B,Major,0.31272120040096696,-0.642744416111797,0.4745447639856375,-0.013091409590729287,0.4928725463275788,-0.5294918138618154,-0.6396989092517682,1
Matilda,Harry Styles,1,2022,5,20,3218,3,366214458.0,29,10,79,0,0,-0.3045959017529523,D,Major,-1.1178155027680043,-0.51565950127118,-2.195140449855641,2.500459231829303,-0.19150181181757883,-0.6033365105138819,-0.6396989092517682,1
For Youth,BTS,1,2022,6,10,327,0,114546317.0,5,40,12,0,0,-0.19810478957197153,D,Major,-0.30036595810002076,-0.9392758840732366,-0.8292549916112659,0.6545704795364667,-0.19150181181757883,0.504333939267116,-0.6396989092517682,0
